src,mt,labse_score,type,source_file,line_idx,comet_score,llm_decision,llm_reason
"“I’m not so sure we have that much time,” Nurse Hamilton says, reminding Jerry that the police have been called.",「我不知道我們是否還有那麼多的時間。」漢密爾頓護士說，提醒傑瑞已經通知了警察。,0.8526261449,1:2,aligned_ch12.jsonl,150,0.8070750237000001,KEEP,High confidence score (Auto-Keep)
He carries on with the journal.,他繼續往下閱讀日記。,0.7121931314000001,1:1,aligned_ch32.jsonl,53,0.8070977330000001,KEEP,High confidence score (Auto-Keep)
"I’m sorry, Jerry, I really am, and I don’t want this to sound awful, but we really need to focus on why we’re here.",真的很對不起，傑瑞，我不想把這件事講得如此痛心疾首。但我們現在就在這裏，我們必須先解決眼下的事。,0.7725660801,1:2,aligned_ch10.jsonl,139,0.8071098328,KEEP,High confidence score (Auto-Keep)
Stop writing what you know.,不要再寫你熟悉的事情了。,0.7922434211,1:1,aligned_ch30.jsonl,26,0.8071179390000001,KEEP,High confidence score (Auto-Keep)
"“There are a million crime writers out there, buddy.",「犯罪小說家成千上萬啊，夥計。,0.8195796609,1:1,aligned_ch22.jsonl,119,0.8073191643000001,KEEP,High confidence score (Auto-Keep)
"For the last few hours you’ve let multiple memories flood your brain, enjoying the process, very well aware that soon they will be walled off by the changing landscape of neurological pathways.",在過去的幾個小時里，你的腦海里不斷湧現無數幀記憶畫面，你很享受，但你也十分清楚，不久它們將因神經通路的改變而被隔斷。,0.8194645047,1:1,aligned_ch23.jsonl,7,0.8073437214,KEEP,High confidence score (Auto-Keep)
"It could be the change of environment, it could be the fresh air he got between the nursing home and the car.",還有可能是因為環境發生了變化，走出療養院到上車之前，他呼吸到了清新的空氣。,0.7191552520000001,1:1,aligned_ch9.jsonl,44,0.8074136972,KEEP,High confidence score (Auto-Keep)
"“Either they’re not moving,” Hans says, “or they were never there to begin with.",「他們不會行動了。」漢斯說，「或者說，他們還沒有開始行動。,0.8786088228000001,1:2,aligned_ch33.jsonl,50,0.8075812459,KEEP,High confidence score (Auto-Keep)
"He can’t remember what he did yesterday, whether he watched TV or walked in the garden.",昨天做了什麼？是看電視還是在花園裡散步？他不記得最後一次看的什麼報紙，不記得最後一次擁抱妻子，不記得最後一次打的什麼電話或寫的什麼電子郵件。,0.6835809946,1:3,aligned_ch9.jsonl,47,0.8075926304000001,KEEP,High confidence score (Auto-Keep)
And you did know why. Because you might rip up somebody’s roses. You might go spray-painting. You might eat pasta off the carpet.,你也知道為什麼，因為你可能去扯掉別人的玫瑰，你可能會去別人家門口噴漆，你可能會在地毯上撿麵條吃。,0.8836483955000001,4:1,aligned_ch13.jsonl,17,0.8076835275,KEEP,High confidence score (Auto-Keep)
"No, it’s not that— Then what?",「不，不是——」「那是什麼呢？」,0.8062549829000001,1:1,aligned_ch22.jsonl,27,0.8076965809000001,KEEP,High confidence score (Auto-Keep)
"Not sneaking out the window, but he remembers being at the flower shop, the woman who helped him, who drove him home, the woman who died the night of the wedding.",他不記得自己溜出窗外，但他記得去了花店，記得開車送他回家的女人，記得在婚禮那天夜晚死去的女人。,0.8328644037,1:1,aligned_ch34.jsonl,64,0.8077465892,KEEP,High confidence score (Auto-Keep)
They are going to poison him and make it look like a heart attack.,他們要毒死他，讓他像是死於心臟病發作。,0.740127027,1:1,aligned_ch12.jsonl,300,0.8077557087,KEEP,High confidence score (Auto-Keep)
“You asked her what she knew?”,「你問她她都知道了什麼？」,0.9488729239,1:1,aligned_ch35.jsonl,186,0.8078535795,KEEP,High confidence score (Auto-Keep)
"Jerry steps into his office, and that’s what it is—his office.",傑瑞走進他的寫作房，這裏就是他寫作的地方。,0.7142726779,1:1,aligned_ch12.jsonl,159,0.8078815937,KEEP,High confidence score (Auto-Keep)
"Furthermore, a bloody shirt found yesterday at the last residence of Jerry Grey connects him to the homicide of Belinda Murray, a Christchurch florist who was murdered last year, two days before Grey went on to kill his wife.",此外，昨天在傑瑞·格雷以前的住處發現的一件帶有血跡的襯衫表明他是殺死貝琳達·穆雷的兇手，貝琳達·穆雷是克萊斯特徹奇市的一間花店的老闆，去年曾被人謀殺，就在格雷殺死他妻子的前兩天。,0.8580604196,1:1,aligned_ch24.jsonl,90,0.8078994751,KEEP,High confidence score (Auto-Keep)
"A lot has changed in thirty years. Hell, he’s changed.",不過，三十年了，什麼都變了，傑瑞也變了。,0.7369046807,2:1,aligned_ch0.jsonl,14,0.8079451323,KEEP,High confidence score (Auto-Keep)
You’d pour bleach all over the body?”,你會對屍體用漂白劑吧？」,0.7818149328,1:1,aligned_ch9.jsonl,146,0.8080227375,KEEP,High confidence score (Auto-Keep)
"“From the dead woman. But the SIM card is new, I got that from the mall.",「從那個死去的女人身上拿的，但電話卡是新的，我是從商場里買的。,0.8512942791,2:1,aligned_ch19.jsonl,205,0.8080350757,KEEP,High confidence score (Auto-Keep)
He looks at the bloody knife on the floor before adjusting the robe to cover the woman’s face too.,他睜開了眼睛，看著地板上血淋淋的刀。他把睡袍往上拉，蓋住了女人的臉。,0.6747440100000001,1:2,aligned_ch15.jsonl,135,0.8080402613000001,KEEP,High confidence score (Auto-Keep)
“Trust you?,「相信你？,0.9588943124,1:1,aligned_ch20.jsonl,161,0.8082031012,KEEP,High confidence score (Auto-Keep)
"“Some of the best ideas came to you on that couch, but you also lost a lot of hours on that thing.”",特倫斯說，「一些絕妙的靈感是你躺在沙發上時獲得的，但你也在那上面浪費了很多時間。」,0.7273429632,1:1,aligned_ch12.jsonl,179,0.8082655072,KEEP,High confidence score (Auto-Keep)
"The office door is slightly ajar, which means you can hear other sounds from around the house, the last of which was the bedroom door softly shutting when Sandra went up to bed.",辦公室的門虛掩著，你可以聽到別的房間里的聲音，最後一個聲響是桑德拉輕輕關閉卧室門上床睡覺的聲音。,0.8431793451,1:1,aligned_ch23.jsonl,2,0.8083649874000001,KEEP,High confidence score (Auto-Keep)
"He opens the cover, and there are his words, words from another life filling the pages.",他打開日記，看到了他寫的文字，整頁整頁的文字訴說著另一種生活。,0.7264842987,1:1,aligned_ch33.jsonl,136,0.8084558249,KEEP,High confidence score (Auto-Keep)
"They drive inside. He unclips his seat belt and looks over at Jerry. “I’m saying there’s a reason why it seems so convenient you can’t remember killing any of these women, or breaking into their houses. I’m saying maybe you didn’t do this after all.”",他們開車進去，鬆開安全帶，漢斯看著傑瑞：「我在說，你之所以不記得殺害這些女人或闖入她們家中，並且這麼心安理得，很有可能是因為這些事根本就不是你乾的。」,0.8133763075,4:1,aligned_ch24.jsonl,217,0.8084576726,KEEP,High confidence score (Auto-Keep)
“It’s a secret power that is occasionally wrong.,「這是特異功能，偶爾也有出錯的時候。,0.7382890582,1:1,aligned_ch30.jsonl,100,0.8086956739000001,KEEP,High confidence score (Auto-Keep)
"You’d use bleach, right?",你還會用漂白劑，對不對？,0.8512483239,1:1,aligned_ch9.jsonl,145,0.8086959720000001,KEEP,High confidence score (Auto-Keep)
"You thought earlier it might be useful to push Sandra away—useful for her—but after today, after listening to Beverly, well, you’re as scared as ever.",你剛還在想讓桑德拉走開會對她有好處，不過今天聽完了貝弗莉的話后，你的害怕不減當初。,0.7288849354,1:1,aligned_ch4.jsonl,20,0.8087183833,KEEP,High confidence score (Auto-Keep)
"You wished her good day—you actually used those very words, straight out of a Victorian drama, then closed the door on her.",你祝她「日安」，你真真切切用了這個出自維多利亞時代的戲劇的字眼，接著你把她關在門外。,0.7766123414,1:1,aligned_ch9.jsonl,35,0.8087524176,KEEP,High confidence score (Auto-Keep)
"Yeah, my bad, Jerry. That was a bit of a stretch.",「是啊，是我不好，傑瑞，這麼說有點兒誇張。」,0.7141939402,2:1,aligned_ch22.jsonl,98,0.8087826371,KEEP,High confidence score (Auto-Keep)
“Me and Nurse Hamilton. Gary let us—” “Gary?”,「我和漢密爾頓護士，加里讓我們——」「加里？」,0.8768993616,2:1,aligned_ch20.jsonl,210,0.8088158369,KEEP,High confidence score (Auto-Keep)
“I know you didn’t.,「我知道你沒有。,0.9722871184,1:1,aligned_ch20.jsonl,152,0.8088226318,KEEP,High confidence score (Auto-Keep)
"“I’m sure,” he says.",「我確定。」他說，然後又補充說，「我會好好的。」,0.7343916893,1:2,aligned_ch11.jsonl,120,0.8089207411,KEEP,High confidence score (Auto-Keep)
"The news piece was about Jerry Grey, Alzheimer’s sufferer, whose unfortunate lapse of Alzheimer’s judgment was caught on video and has now been viewed by over one million people.",新聞的核心人物是傑瑞·格雷，一個阿爾茨海默病患者，很不幸，他因阿爾茨海默病犯下過錯，並且被拍成視頻傳到網上，目前已經有上百萬人觀看。,0.8073281050000001,1:1,aligned_ch24.jsonl,9,0.8090341091000001,KEEP,High confidence score (Auto-Keep)
It’s possible you could be in a nursing home within the next few months.,她說，在未來幾個月你可能會一直住在療養院。,0.7937985659,1:1,aligned_ch4.jsonl,35,0.8090530634,KEEP,High confidence score (Auto-Keep)
"He knows that Eric injected him not just on the days he was going out and hurting those women, but also on days he couldn’t push his story forward.",他知道艾瑞克不僅在出去殺害那些女人的日子里給他注射鎮靜劑，還在他的小說寫不下去的日子里也給他注射。,0.7785774469000001,1:1,aligned_ch32.jsonl,51,0.8090641499000001,KEEP,High confidence score (Auto-Keep)
Was shooting Sandra a formal occasion?,難道開槍打死桑德拉時正是正式的場合？,0.8157930374,1:1,aligned_ch12.jsonl,268,0.8091049194000001,KEEP,High confidence score (Auto-Keep)
"They stand him against the window so he can face out, then Jerry realizes Eric probably can’t see much at all. He takes the orderly’s glasses out of his pocket and puts them on Eric’s face.",他們讓他靠窗站著，面朝窗外，傑瑞想到艾瑞克可能看不清楚，就從他的口袋裡拿出眼鏡，給他戴上。,0.7753633261,2:1,aligned_ch29.jsonl,52,0.8091133237,KEEP,High confidence score (Auto-Keep)
"Jerry closes his eyes. He can’t stand the dead girl looking at him any longer, but even with his eyes closed he can still feel her gaze.",傑瑞閉上眼睛，那個死亡的女孩一直在盯著他，他再也受不了了。,0.7391827703,2:1,aligned_ch15.jsonl,134,0.8091397285,KEEP,High confidence score (Auto-Keep)
That the new owner was hiding the journal?”,新主人把日記藏了起來？」,0.8087522388,1:1,aligned_ch20.jsonl,216,0.8091512918,KEEP,High confidence score (Auto-Keep)
"You write about these things because it’s an outlet for you, you figure writing is better than doing the actual crimes?",你可以藉此發泄，你是不是覺得寫這些東西比真的犯罪過癮？,0.6855080128000001,1:1,aligned_ch9.jsonl,76,0.809212327,KEEP,High confidence score (Auto-Keep)
"Your wife can’t handle the truth (what movie is that from?), and the hit count of you ruining Eva’s wedding just topped thirty thousand.",你妻子不能分辨真相（這出自哪部電影？），你破壞伊娃婚禮的視頻點擊次數剛剛突破三萬。,0.8089971542000001,1:1,aligned_ch22.jsonl,44,0.8092790842,KEEP,High confidence score (Auto-Keep)
"“Sorry,” he says.",「對不起。」他說，「喝點什麼？,0.6821136475,1:2,aligned_ch12.jsonl,128,0.8094398975,KEEP,High confidence score (Auto-Keep)
They hear footsteps approaching.,他們聽到了腳步聲。,0.7112378478,1:1,aligned_ch12.jsonl,105,0.8094450235,KEEP,High confidence score (Auto-Keep)
"Belinda kept smiling at you, and told you not to worry, that her grandmother has Alzheimer’s and she’s used to it, which actually upset you because it made you feel so old.",貝琳達一直衝著你微笑，告訴你不要擔心，又說她奶奶就患有阿爾茨海默病，她早已習慣了。這讓你有些心煩意亂，她這麼說讓你覺得自己一下子老了很多。,0.8388977051000001,1:2,aligned_ch18.jsonl,21,0.8094627857000001,KEEP,High confidence score (Auto-Keep)
He takes the next right and comes down the street running parallel with Jerry’s.,他在下個路口右轉，來到和傑瑞家平行的另一條街道。,0.7903753519000001,1:1,aligned_ch33.jsonl,61,0.8094838858000001,KEEP,High confidence score (Auto-Keep)
"He gets the lid off. He gulps down a mouthful, then another, so quickly his throat hurts.",他擰開瓶蓋，吞下一口，再吞下一口，喉嚨一陣刺痛。,0.8080137968000001,2:1,aligned_ch18.jsonl,71,0.8095493317,KEEP,High confidence score (Auto-Keep)
"These people have known about Sandra’s death for a year, but for him the news is fresh. For him she’s only been dead half an hour.",於他們而言，桑德拉去世已經是一年前的舊事了，但對他來說卻是新聞，桑德拉剛剛去世了一個半小時。,0.8450231552,2:1,aligned_ch10.jsonl,88,0.8095664382000001,KEEP,High confidence score (Auto-Keep)
"In the dining room is a mishmash of people, most of them elderly, some of them staring into the distance, some wearing pajamas, some with food all over their mouths, making him wonder exactly what kind of hotel this is. In fact one person is being spoon-fed by another.",餐廳里人頭攢動，大多數是老人，有的憑窗遠眺，有的穿著睡衣，有的大嚼大咽，一個人正用匙子喂另一個人吃飯，這場面真讓他困惑不已：這得是個什麼樣的酒店啊！,0.8436734676000001,2:1,aligned_ch3.jsonl,71,0.8095949888,KEEP,High confidence score (Auto-Keep)
"“It’s me,” Hans says.",「是我。」漢斯說，「對不起，我沒有接電話。,0.6991020441,1:2,aligned_ch17.jsonl,84,0.8096260428000001,KEEP,High confidence score (Auto-Keep)
Hans looks out the windshield a moment. He does that Hans thing that Jerry has seen so many times before; he can almost see the gears turning inside his head.,漢斯透過擋風玻璃向外張望了一會兒，這是漢斯的標誌性動作，傑瑞之前見過很多次，他幾乎可以看到齒輪在他腦子裡飛速轉動。,0.8624283075,2:1,aligned_ch18.jsonl,145,0.8096655011,KEEP,High confidence score (Auto-Keep)
“Now they’re going to run the surveillance footage of the mall looking for the guy who carried a package into the bathroom and left it there.,「現在，他們會調看商場監控錄像，尋找帶著塑料袋進入廁所、離開時忘在那裡的人。,0.8166842461,1:1,aligned_ch19.jsonl,234,0.8097634315000001,KEEP,High confidence score (Auto-Keep)
"For all you know you wandered away from the nursing home, you got lost and confused and you knocked on a random door and when nobody answered you came inside, and this is what you found.",你所知道的就是你溜出了療養院，懵懵懂懂，渾渾噩噩。你隨便敲了一扇門，沒人應答，你就走了進去，這就是你發現的。,0.8432313204,1:2,aligned_ch15.jsonl,111,0.8098112345,KEEP,High confidence score (Auto-Keep)
She knocked and she came in and sat on the couch.,她敲敲門，走了進來，坐在沙發上。,0.8330329657000001,1:1,aligned_ch26.jsonl,10,0.8099484444,KEEP,High confidence score (Auto-Keep)
“Exactly. Barbecue talk. I like that.,「當然了，像吃燒烤一樣的閑聊，我喜歡。,0.8210502863,3:1,aligned_ch9.jsonl,168,0.8099504113,KEEP,High confidence score (Auto-Keep)
Wait . . .,等等,0.8451288939,1:1,aligned_ch32.jsonl,237,0.8099756837000001,KEEP,High confidence score (Auto-Keep)
In the password field he types Frankenstein. Five seconds later he has access to his account.,他在密碼區輸入Frankenstein幾個字母，五秒鐘后，他成功地訪問了自己的賬戶。,0.8622948527000001,2:1,aligned_ch17.jsonl,75,0.8100230098000001,KEEP,High confidence score (Auto-Keep)
He is starting to remember.,他開始回想。,0.7760213614,1:1,aligned_ch5.jsonl,116,0.8101359010000001,KEEP,High confidence score (Auto-Keep)
"He tries to shake her loose, but she’s too strong.",他掙扎著，想讓她鬆手，但她太有勁了。,0.7941787839000001,1:1,aligned_ch12.jsonl,302,0.8101446629,KEEP,High confidence score (Auto-Keep)
"This is day one of keeping a diary, which I’m doing in an attempt to keep my sanity, of which there is very little left.",今天是寫日記的第一天，我在努力讓自己保持清醒，保持理智，但這樣的時日已所剩不多。,0.770945251,1:1,aligned_ch37.jsonl,9,0.8101592064,KEEP,High confidence score (Auto-Keep)
"“What do you say, Jerry?",梅厄說，「你說什麼，傑瑞？,0.8551313281,1:1,aligned_ch9.jsonl,110,0.8101738691,KEEP,High confidence score (Auto-Keep)
"The girl, the wide open eyes, staring at him, studying him. Blaming him.",那個女孩瞪著眼睛凝視著他、打量著他，在心裏斥責他。,0.7399456501,2:1,aligned_ch15.jsonl,116,0.8102072477000001,KEEP,High confidence score (Auto-Keep)
Just how do you think you covered that distance?,想想看，這麼遠的距離你是怎麼走的？,0.7642427087,1:1,aligned_ch24.jsonl,192,0.81021595,KEEP,High confidence score (Auto-Keep)
"“I drugged you,” he says.",「我給你下了葯。」,0.6919896603,1:1,aligned_ch35.jsonl,106,0.8102250695000001,KEEP,High confidence score (Auto-Keep)
But you didn’t.,但是你沒有。,0.9836821556,1:1,aligned_ch19.jsonl,176,0.8103053570000001,KEEP,High confidence score (Auto-Keep)
"“I remember it,” he tells her, but he doesn’t.",「我記得。」他說，其實他不記得了。,0.7747021914000001,1:2,aligned_ch0.jsonl,163,0.8104015589,KEEP,High confidence score (Auto-Keep)
They pull out from the side of the road.,他們驅車駛離路邊。,0.7912411690000001,1:1,aligned_ch19.jsonl,32,0.8104765415,KEEP,High confidence score (Auto-Keep)
"It was a long day, and she gave you both some worst-case scenarios and some best-case scenarios.",這真是漫長的一天，她為你們倆做了最好的準備和最壞的打算。,0.7312292457,1:1,aligned_ch4.jsonl,34,0.8104799986000001,KEEP,High confidence score (Auto-Keep)
"The computer looks newer than he remembers, and things are in slightly different places, but for the most part it’s how it should be . . . except off a little.",電腦看起來比他記憶中的新了些，有些東西擺放的位置也變了，但大多數東西依然各就其位，除了有一點點偏離。,0.8077311516,2:1,aligned_ch27.jsonl,143,0.8105032444,KEEP,High confidence score (Auto-Keep)
"Did you have blood on your shirt and Nurse Mae missed it, or was Hans mistaken about that?",你的襯衫上有血跡，是梅護士沒有發現呢，還是漢斯弄錯了？,0.7956803441,1:1,aligned_ch29.jsonl,27,0.8106513619,KEEP,High confidence score (Auto-Keep)
I’m working on—”,我正在寫——」,0.7768260837000001,1:1,aligned_ch12.jsonl,207,0.8107416630000001,KEEP,High confidence score (Auto-Keep)
"“We need to make use of the time we have,” Hans says.",「我們需要充分把握好時間。」,0.6840518117000001,1:1,aligned_ch30.jsonl,59,0.8107830286000001,KEEP,High confidence score (Auto-Keep)
There’s nothing between the front and the backseat to stop Jerry from tousling the man’s hair. Or trying to strangle him.,前座和後座之間沒有任何遮擋物，傑瑞完全可以毫無障礙地揪著那人的頭髮，或者掐死他。,0.7816323638,2:1,aligned_ch9.jsonl,57,0.8107953668000001,KEEP,High confidence score (Auto-Keep)
"Though, really, I think it’s more of an attempt to preserve some of the man I used to be. It wasn’t my idea, but the idea of one of the doctors.",雖然，我認為我是在努力找回之前的我，但這並不是我的想法，而是醫生的想法。,0.7815660238000001,2:1,aligned_ch37.jsonl,10,0.8108020425,KEEP,High confidence score (Auto-Keep)
“I more than just inspired him!”,「是你啟發了他。」「我不只啟發他！」,0.7823067307,1:2,aligned_ch30.jsonl,154,0.8108162284,KEEP,High confidence score (Auto-Keep)
“Tell us how much real-life sad stories inspire you.”,梅厄說，「跟我們說說現實生活中的悲慘故事是怎麼激發你的靈感的。」,0.8213860393,1:1,aligned_ch9.jsonl,99,0.810834527,KEEP,High confidence score (Auto-Keep)
Hans nods. He puts down the note.,漢斯點點頭，他放下懺悔書。,0.8327866197,2:1,aligned_ch36.jsonl,41,0.8108372092,KEEP,High confidence score (Auto-Keep)
"yes,” he says, and the wedding he can remember, but not what happened to Sandra.",他說。婚禮他能記得，但不記得桑德拉發生了什麼事。,0.7647651434,1:2,aligned_ch10.jsonl,104,0.8108435869,KEEP,High confidence score (Auto-Keep)
"She knew about the Big A (it seems everybody does), and she sat you down in the office and made you a cup of tea and rang Sandra and told her she would drive you home.",她知道你患上了阿爾茨海默病（似乎每個人都知道），她請你到辦公室里坐下，給你倒了杯茶，然後給桑德拉打了個電話，告訴她，她會開車送你回家。,0.8024647236,1:1,aligned_ch18.jsonl,19,0.8108708858,KEEP,High confidence score (Auto-Keep)
Jerry looks out the window. He’s outside his house.,傑瑞看著窗外，他就在他家外面。,0.8899992108,2:1,aligned_ch27.jsonl,108,0.8109027147000001,KEEP,High confidence score (Auto-Keep)
Sandra agreed she wouldn’t call the police. Not at that stage.,桑德拉同意不報警，只是暫時不報警。,0.7494711876,2:1,aligned_ch24.jsonl,69,0.8110420704,KEEP,High confidence score (Auto-Keep)
"Once again, Jerry is able to recall writing these journal entries. But he can’t remember the actual events described.",傑瑞能夠記得寫過這些篇目，但他記不得所描述的具體事件了。,0.8038915992000001,2:1,aligned_ch32.jsonl,34,0.8110926151000001,KEEP,High confidence score (Auto-Keep)
He turned what happened to her into a story. He wrote about it for entertainment.,他背叛了自己的承諾，把發生在她身上的不幸編成了一個故事，供人取樂。,0.6760454178,2:1,aligned_ch35.jsonl,202,0.8111090064,KEEP,High confidence score (Auto-Keep)
“Where?”,「這是哪裡？」,0.8898974061,1:1,aligned_ch30.jsonl,82,0.8111503124,KEEP,High confidence score (Auto-Keep)
"I killed that woman and now I’m being punished for what I did to her, to all of them, because she was the first of many, and the monster needs to confess, the monster needs to find redemption because if he can, then the Universe will stop punishing him and he can get better.”",我殺了那個女人，而且她還是我後來眾多受害者的第一個，我殺了很多人，我將因此而受到懲處。惡魔需要懺悔，也需要被救贖，這樣的話，在這宇宙間他將不會再受到懲罰，他也能好受一些。」,0.7977512479000001,1:2,aligned_ch0.jsonl,94,0.8113410473,KEEP,High confidence score (Auto-Keep)
"Before the gun does its dirty work, there is one more thing to report.",在槍完成它的骯髒使命之前，還有一件事情需要說一說。,0.8316225410000001,1:1,aligned_ch26.jsonl,0,0.8113725185,KEEP,High confidence score (Auto-Keep)
"And Rick, Jerry said, turning his attention to the groom, we are looking forward to getting to know you, and I want to welcome you to our family.",還有瑞克，」傑瑞說，他將視線轉向新郎，「我們期待了解你，歡迎你來到我們的家庭。」鼓掌。,0.7703750730000001,1:2,aligned_ch20.jsonl,78,0.8113861084,KEEP,High confidence score (Auto-Keep)
“Maybe set fire to the place?”,「還會放火燒掉現場？」,0.8437576294,1:1,aligned_ch9.jsonl,148,0.8113950491,KEEP,High confidence score (Auto-Keep)
That day with Sandra. I need you to tell me.”,那一天跟桑德拉在一起時，我需要你告訴我。」,0.9166677594,2:1,aligned_ch35.jsonl,159,0.8114111423,KEEP,High confidence score (Auto-Keep)
"“Then we run,” Hans says.",「那我們就跑。」,0.7354083061000001,1:1,aligned_ch33.jsonl,85,0.8114174008,KEEP,High confidence score (Auto-Keep)
"Sometimes he climbs out windows and goes where he shouldn’t, and if that’s what he’s just done, then perhaps he can climb back in.",有時候，他會從窗戶爬出去，去到他不應該去的地方，如果他剛剛這樣做了，那麼他也可以從窗戶爬回去。,0.8517286777,1:1,aligned_ch27.jsonl,131,0.8114303350000001,KEEP,High confidence score (Auto-Keep)
"So, unless you have a warrant, we’re done here.”",除非你們有搜查令，不然咱們的談話就此結束。」,0.7257993221,1:1,aligned_ch26.jsonl,100,0.8114926815,KEEP,High confidence score (Auto-Keep)
"She told you that before she started writing song lyrics, she had been thinking of trying to write fiction. Just short stories. Not the kind of stuff that Henry Cutter comes up with, but stories based on slice-oflife moments she had seen when traveling, moments that eventually got turned into music.",她說她開始創作歌詞之前曾考慮過寫小說，不過不是像亨利·卡特寫的那些犯罪小說，而只是一些短篇小說，基於她旅行時的所見所聞，寫一些反映現實生活的故事，但那些所見所聞結果變成了歌詞。,0.8864735961,3:1,aligned_ch9.jsonl,8,0.8115982413,KEEP,High confidence score (Auto-Keep)
Because— She held her hand up.,「因為——」她把手攥成拳頭。,0.7893155813,1:1,aligned_ch26.jsonl,37,0.8116154671,KEEP,High confidence score (Auto-Keep)
"He was the first out of all your friends to start losing his hair, and he decided early to shave it completely off, which made him the only bald twenty-year-old on campus.",在你所有的朋友中他是第一個脫髮的人，所以很早他就決定把頭髮全部剃光，結果他成了校園裡唯一一個二十歲的光頭。,0.8942207098,1:1,aligned_ch6.jsonl,10,0.8118051291,KEEP,High confidence score (Auto-Keep)
I would sneak out?”,我會偷偷溜出去？」,0.9252497554,1:1,aligned_ch10.jsonl,114,0.8118621111000001,KEEP,High confidence score (Auto-Keep)
Like hurting people.,「比如傷害別人。」,0.6777331829000001,1:1,aligned_ch17.jsonl,19,0.8118720055,KEEP,High confidence score (Auto-Keep)
Nurse Hamilton puts her hand on his arm to stop him from climbing out. “Let’s wait for Eric. He won’t be long.”,他正要下車，漢密爾頓護士拽住他的胳膊：「咱們先等等艾瑞克，不會太久的。」,0.8079239130000001,3:1,aligned_ch12.jsonl,76,0.8118833303,KEEP,High confidence score (Auto-Keep)
"Her friend is a chef there, and she prepared a special lunch that wasn’t on the menu, one she was working on to add within the coming weeks.",她的朋友是那裡的廚師，她精心準備了幾道菜單上沒有的佳肴，準備在未來幾個星期作為新品推出。,0.8379499912,1:1,aligned_ch9.jsonl,5,0.8119818568,KEEP,High confidence score (Auto-Keep)
"But— He put his hand out in a stop gesture. He looked annoyed. Seriously, Jerry, don’t piss me off, okay?",他伸出手，做了個「打住」的手勢，有點兒惱火：「說正經的，傑瑞，不要把我氣死好嗎？,0.7379111648000001,3:1,aligned_ch15.jsonl,53,0.8120210767,KEEP,High confidence score (Auto-Keep)
"Is it possible you just found the knife somewhere, like he said?",是不是真就像他說的那樣，你在別的地方發現了刀？,0.8399245143,1:1,aligned_ch24.jsonl,78,0.8120861053,KEEP,High confidence score (Auto-Keep)
"Jerry doesn’t answer him, not right away, but then the brain chemistry does that little trick it sometimes does, it washes over and clears another memory, and he wonders at what expense, at what other fact or person he’s just forgotten.",傑瑞沒有回答他，至少沒有馬上回答，但隨後大腦化學物質又開始起了一些小化學反應，它沖洗並清除另一段記憶，他想知道這個代價是什麼，他到底還忘記了哪些事、什麼人。,0.8004547954,1:1,aligned_ch20.jsonl,170,0.8121015429,KEEP,High confidence score (Auto-Keep)
Jerry looks back at the pages.,傑瑞又看了看書稿。,0.7361884713,1:1,aligned_ch34.jsonl,30,0.8121333122000001,KEEP,High confidence score (Auto-Keep)
"He walks with his hand held against his chest, protecting it as if it were a small bird.",梅厄走路時把手護在胸前，保護著它，彷彿它是一隻小鳥。,0.7599431872,1:1,aligned_ch10.jsonl,49,0.8121496439,KEEP,High confidence score (Auto-Keep)
"He scratches at his arm, the needle prick still itching from the injection.",他抓撓著手臂，注射后留下的針眼奇癢無比。,0.7080719471,1:1,aligned_ch23.jsonl,24,0.8121930957,KEEP,High confidence score (Auto-Keep)
“Nursing home?” Jerry asks.,「療養院？」傑瑞問。,0.8963680267,2:1,aligned_ch0.jsonl,169,0.8122096062,KEEP,High confidence score (Auto-Keep)
"You bounce ideas off her, sometimes you go to the gym with her, you run with her, you used to hike when you were younger, you’d go camping and skiing and once you went skydiving together because you wanted to be able to write what you know.",你常常向她徵求意見，偶爾和她一起去健身房健身、跑步。年輕時，你還會與她去遠足、露營、滑雪。有一次，你們甚至一同高空跳傘，因為只有體驗過了才有資格寫下真實的感受。,0.8057439327,1:3,aligned_ch3.jsonl,9,0.8122160435,KEEP,High confidence score (Auto-Keep)
“Somebody saw us break in. Maybe the owners heard us.”,傑瑞說，「有人看到我們私入民宅，也許房主聽到我們進來了。」,0.8062339425,2:1,aligned_ch36.jsonl,71,0.8122213483,KEEP,High confidence score (Auto-Keep)
“Mom has . . . Mom has moved on.”,「媽媽已經……媽媽已經走了。」,0.8869495392000001,2:1,aligned_ch1.jsonl,92,0.8122620583,KEEP,High confidence score (Auto-Keep)
"You’re off to dinner, then off to see a movie that one of your author buddies wrote.",你們會出去吃頓飯，然後看部電影，電影的劇本是你的一個作家哥們兒寫的。,0.8080458641,1:1,aligned_ch5.jsonl,94,0.8123325109,KEEP,High confidence score (Auto-Keep)
"Nurse Hamilton is parked a block away, and the detective walks with them to the car.",漢密爾頓護士的車停在幾條街道之外，警察陪同他們走了過去。,0.7377474904,1:1,aligned_ch11.jsonl,56,0.8123375773,KEEP,High confidence score (Auto-Keep)
"Jerry turns in the chair and now the fight is on, and this is the way it should be done, he thinks, a fighting chance, and isn’t that the best way to end things?",傑瑞在椅子上轉過身，現在戰鬥已經開始了，這是他應該做的，他心想，一場戰鬥難道不是結束事情的最好方式？,0.8418977857000001,1:1,aligned_ch36.jsonl,111,0.8123705387,KEEP,High confidence score (Auto-Keep)
