src,mt,labse_score,type,source_file,line_idx,comet_score
"“It starts from your time in the nursing home,” Hans says. “Which means the original is still out there, and we still really need to find it.”",「這是你從住進療養院時開始寫的，」漢斯說，「這說明前一本仍然在那裡，我們需要找到它。」,0.8283934593200684,2:1,aligned_ch30.jsonl,209,0.7758530974388123
“Where else would you hide it?”,「你還會藏在什麼地方？」,0.8681128621101379,1:1,aligned_ch5.jsonl,62,0.7759011387825012
"Like I said, they did it yesterday because we were at the house, and—”",我說過了，昨天他們給我打了針，因為我們在那座房子里，而且——」,0.8521517515182495,1:1,aligned_ch24.jsonl,184,0.7760084867477417
"It just, well, it’s just the entire thing.",好吧，這就是整件事兒了。,0.7835466861724854,1:1,aligned_ch10.jsonl,6,0.7760128974914551
"There’s a guy coming around tomorrow to work on the place. Alarms on all the doors that lead in and out of the house, including the garage door.",明天會有人來，在所有進出的門上安裝警報器，包括車庫門。,0.751384973526001,2:1,aligned_ch12.jsonl,6,0.7760319709777832
“Not masculine enough?”,「不像個男人？」,0.8375952839851379,1:1,aligned_ch32.jsonl,199,0.7760487198829651
"He is Jerry Grey, a crime writer, but really he’s nothing more than a confused old man who isn’t even old, but made old by the Big A. Jerry Grey, creator of worlds, killer of women, confused madman.",他是傑瑞·格雷，一個犯罪小說家，他只不過是個神志不清的老頭，雖然就他的年齡而言他還稱不上「老」，但阿爾茨海默病已經讓他垂垂老矣。傑瑞·格雷，一個虛構世界的締造者，一個專挑女人的殺手，一個神志不清的瘋子。,0.8130609393119812,1:2,aligned_ch16.jsonl,61,0.7761794924736023
"To distract himself, he tells her about the house, how he found it all those years ago, how he was driving with Sandra to meet a different real estate agent at a different house when they drove past this one with an Open House sign out front, the details as clear in his head as if it were yesterday, making his frustration at forgetting more recent things that much greater.",為了轉移注意力，他向她介紹起這幢房子來，說他多年前是怎麼找到這裏的。那時他和桑德拉會看各種出售房，見各種房產中介，他們開車經過這裏時看到這座房子前掛著「開放參觀」的標誌牌。這些細節在他的頭腦里清晰如昨，想到他對最近發生的事反而忘得更快，更加沮喪了。,0.8011223077774048,1:3,aligned_ch12.jsonl,81,0.7762027978897095
But we need to get in there. We have to get that journal.,但我們要進去了，現在我們必須拿到日記。,0.8263912200927734,2:1,aligned_ch33.jsonl,51,0.7762120962142944
"“It sounds like you were trying to get away with it,” Hans says.",「這聽起來像是你想逃脫處罰，逍遙法外。」漢斯說。,0.8220930099487305,1:2,aligned_ch19.jsonl,51,0.7763339281082153
"Thankfully it all worked out okay, thankfully you didn’t really have dementia) the woman who now rents that house you showed up at was a nurse at the Christchurch hospital, and she recognized that you were confused, you were scared, she could see who was really driving, and she took you inside and told you everything was going to be okay, she sat you down and made you a cup of tea.",「幸運的是」一切都變好了，「幸運的是」你並沒有患上老年痴呆症），現在租了那所房子的女人在是克萊斯特徹奇醫院的護士，她認為你被嚇壞了，變糊塗了，她能察覺現在是誰掌控著你。她讓你進來，告訴你一切都會好起來的。她請你坐下，給你沏了杯茶。,0.7931992411613464,1:3,aligned_ch11.jsonl,16,0.7763883471488953
The irony is at that point you really had lost the journal.,諷刺的是你真的把日記給弄丟了。,0.7307195663452148,1:1,aligned_ch15.jsonl,39,0.7764534950256348
“Then where?,「那麼藏在哪裡了？,0.8650011420249939,1:1,aligned_ch32.jsonl,232,0.7765033841133118
"You don’t really think that’s what is waiting for everybody on Saturday, but you can’t shake the feeling something bad is going to happen because it’s been a year of bad feelings, hasn’t it?",你認為這並不是人們在星期六翹首以盼的，可你無法抑制住厄運當頭的感覺，因為這一年來你心情一直很糟，不是嗎？,0.8392511606216431,1:1,aligned_ch19.jsonl,14,0.7765096426010132
"Really, what you should be doing is making an I can believe it list, and put this one on the top.",真的，你應該做的是擬定「堅信不疑的清單」，並把這一條置頂。,0.8183631896972656,1:1,aligned_ch20.jsonl,2,0.7765188813209534
“Sometimes. Why?”,「有時會，怎麼了？」,0.8767732381820679,2:1,aligned_ch25.jsonl,58,0.7766237854957581
"Blond hair and big blue eyes, athletic, his neighbor, the woman he would see jogging in the mornings, her ponytail bouncing up and down, this girl not much older than Eva is now.",她是他的鄰居，年紀比伊娃大不了多少，生著一頭金色的頭髮，湛藍的大眼睛，身體健壯。他經常會看到這個女人在清晨慢跑，馬尾辮一左一右有節奏地晃動。,0.7277994155883789,1:2,aligned_ch23.jsonl,29,0.7767127752304077
"“The doctors say that you blocked out what happened with Sandra, that it’s too difficult for you to accept.",「醫生說你從內心裡抗拒著發生在桑德拉身上的事，讓你接受實在太難為你了。,0.8557343482971191,1:1,aligned_ch19.jsonl,46,0.776728630065918
All that stuff—that was today.,這就是今天發生的一切了。,0.8001176118850708,1:1,aligned_ch5.jsonl,92,0.7767328023910522
The sense he has killed somebody is just far too real to ignore.,他殺人的感覺實在是太真實了，他無法無視它。,0.7720193862915039,1:1,aligned_ch6.jsonl,162,0.7767686247825623
He pulls his arm out. He slumps against the desk.,他把手臂收了回來，狠狠地拍打辦公桌。,0.771814227104187,2:1,aligned_ch12.jsonl,273,0.7768235206604004
“They didn’t.,「他們沒有。,0.9710201621055603,1:1,aligned_ch20.jsonl,196,0.7768838405609131
"He throws his elbow back into Hans, getting him in the base of his stomach, just as Hans pulls the trigger.",就在漢斯扣動扳機的那一剎那，他用肘部猛擊中了漢斯的腹部。,0.698954164981842,1:1,aligned_ch36.jsonl,109,0.7768847942352295
"You thought it was you, but it wasn’t—it was just one of those people living in your head!",你以為藏槍的是你，但其實不是的，只是你腦海中虛構出來的人物把槍藏了起來！,0.692687451839447,1:1,aligned_ch5.jsonl,89,0.7768961191177368
"“Was one of your best, Jerry—but they’re all your best.",「你最好的作品之一，傑瑞，但你的作品都是最好的。,0.8151349425315857,1:1,aligned_ch12.jsonl,235,0.7768962979316711
"He drove the rest of the way to Jerry’s house, but pulled up twenty yards short.",他驅車去傑瑞家，但在相距二十米的地方停了下來。,0.7908294200897217,1:1,aligned_ch35.jsonl,39,0.7769946455955505
"“Write what you know,” Hans says.",「寫下你知道的。」,0.7027920484542847,1:1,aligned_ch25.jsonl,135,0.7772153615951538
"It could have been a deadbeat boyfriend, or a jealous BFF, or an overly friendly neighbor.",「也許是他遊手好閒的男友，也許是妒忌她的閨蜜，也許是她太親近的鄰居。」,0.7386335730552673,1:1,aligned_ch15.jsonl,123,0.7772553563117981
"He can’t remember the last time he was here, and with that thought comes the dark little add-on that the last time he was here would have been when he killed Sandra.",他不記得上一次在這裏的情形，但他依稀覺得上一次正是在這裏殺害了桑德拉。,0.7449451088905334,1:1,aligned_ch12.jsonl,73,0.7772587537765503
"Instead you asked a question of your own. Have you called the police? No, she said.",相反，你向她提出自己的問題：「你打電話報警了嗎？」,0.8165948390960693,3:1,aligned_ch26.jsonl,19,0.7773226499557495
"But not knowing where his watch is is somewhat of a worry. He had his wallet stolen once while in Germany, so these days he tends to lock his wallet and passport in the safe—which is probably where his watch is too.",他有點兒擔心手錶被偷了，他的錢包曾在德國被偷過，所以這幾天他總是把錢包和護照鎖在保險柜里，可能手錶也在那裡。,0.8360781669616699,2:1,aligned_ch3.jsonl,63,0.7773267030715942
A long time. Maybe all night.,應該很長，也許要一整夜。,0.8904943466186523,2:1,aligned_ch17.jsonl,42,0.7774661183357239
"You told him about the alarms and the wandering, and the accusation your neighbor made.",你跟他說了警報器和外出遊盪的事，以及鄰居對你的指控。,0.8448492288589478,1:1,aligned_ch12.jsonl,19,0.7775329351425171
"“Come on, we’re just getting warmed up here.”",「聊聊嘛，我們才剛剛熱身。」,0.7461862564086914,1:1,aligned_ch9.jsonl,165,0.7775751352310181
"You don’t know whether he was being vague, or whether he feared the worst.",你不知道他的話是不是模稜兩可的含義，或者他是不是在擔心已經出現最壞的情況。,0.810046911239624,1:1,aligned_ch24.jsonl,77,0.7776212692260742
"He picks it up. It’s called Fire Time, which is a title, Jerry remembers, he didn’t come up with but the ghostwriter.",他拿起一本，書名是「點火時間」，傑瑞記得書名不是他想的，而是代筆想出來的。,0.8203529715538025,2:1,aligned_ch12.jsonl,211,0.7776710987091064
"“It’s . . .” he says, and he knows the name of the mall, it’s on the tip of his tongue. “I can’t think straight.”",「是……」他說，他知道商場的名字，它就在嘴邊了，卻說不出來，「我想不起來了。」,0.7890300154685974,3:1,aligned_ch17.jsonl,93,0.7776782512664795
“And three?”,「第三條呢？」,0.8465923070907593,1:1,aligned_ch20.jsonl,132,0.777689516544342
The police are going to come here and they’ll figure it out.”,警察就會來這裏，他們會調查清楚的。」,0.8835787773132324,1:1,aligned_ch35.jsonl,123,0.7778173685073853
I’m at a mall.”,我在一家商場。」,0.9318927526473999,1:1,aligned_ch17.jsonl,91,0.7778849005699158
"It’s hard to know how to feel about that. Sad, in some ways, but in others it’s comforting to think of you staying strong, of staying steadfast and refusing to allow the Dark Tomorrow that is on its way to arrive.",別人的確很難感同身受，一想到這一點就讓人感到悲哀，不過，考慮到你仍舊身體壯實、意志堅定，仍舊抵觸黑暗的明天而不妥協，這還是令人欣慰的。,0.7400695085525513,2:1,aligned_ch4.jsonl,17,0.7779477834701538
"He is sitting on a couch in a lounge, just him and the dead girl on the floor, surrounded by nice furniture, nice paintings, all the mod cons of life you can’t take with you. The curtains are closed.",他坐在客廳的沙發上，這裏只有他和地板上死去的女孩，他們被高檔傢具、精美的油畫環繞，四處都是現代化的生活設施，窗帘拉得嚴嚴實實。,0.8022128939628601,2:1,aligned_ch15.jsonl,71,0.7779603004455566
He can’t imagine what a real estate agent would say as a selling point—unless they listed it as an ideal home for the budding pyromaniac.,他想象不出房地產經紀人會拿什麼作為賣點進行宣傳，除非他們把它冠以「初出茅廬的縱火狂的理想家居型」這種概念。,0.7868618965148926,1:1,aligned_ch28.jsonl,72,0.7780847549438477
"“Nosy neighbors,” Hans says.",「熱衷流言蜚語的鄰居。」漢斯說。,0.8441636562347412,1:2,aligned_ch22.jsonl,54,0.7780963778495789
"His hands are shaking, and then he realizes his legs are shaking. His arms too. Everything is shaking.",他用衣袖擦嘴，手不停地顫抖，他意識到自己的腿也在顫抖，全身都在顫抖。,0.8041174411773682,3:1,aligned_ch30.jsonl,40,0.7781221866607666
“And the blood on your clothes today?” Hans asks.,「那怎麼解釋今天你的衣服上有血跡？」漢斯問。,0.8452463150024414,2:1,aligned_ch22.jsonl,122,0.7783349752426147
It turns out Jerry does know what to do. Of course he does. It’s why he took Fiona Clark’s cell phone and searched her purse for cash.,以前的傑瑞知道該怎麼辦，他當然知道，這就是他拿走菲奧娜·克拉克的手機、翻她的錢包找現金的原因。,0.8564165830612183,3:1,aligned_ch17.jsonl,35,0.7783581018447876
"I had to know how her skin would feel, how her hair would smell, how her mouth would taste.",我必須知道她的皮膚是多麼細嫩，她的頭髮是多麼柔順，她的嘴唇又是多麼可口。,0.7775050401687622,1:1,aligned_ch0.jsonl,77,0.7785091996192932
"He can see the floor, he can see himself prying up one of the boards with a screwdriver.",他可以看到地板，可以看到自己正用螺絲刀撬動地板。,0.783394455909729,1:1,aligned_ch24.jsonl,157,0.7785992622375488
It isn’t until Jerry is sitting down and putting on his seat belt that he realizes they’re not alone.,傑瑞坐進去，系好安全帶，這才意識到車上不止他們兩人。,0.6572986841201782,1:1,aligned_ch27.jsonl,265,0.7786186337471008
"You preferred it when she sang it, but even so, it’s such a huge thrill.",雖然你更喜歡聽她演唱，但這樣也仍舊讓你激動不已。,0.7428797483444214,1:1,aligned_ch12.jsonl,55,0.7786242961883545
"You had visited your lawyer during the week, and your accountant—all these preparations for the future—it’s like you’re taking a trip to the moon and never coming back.",你在這周的工作日里拜訪了你的律師、會計師，做這些都是為將來做好準備，不知道的還以為你要開始月球之旅，再也不回來了。,0.8322828412055969,1:1,aligned_ch6.jsonl,49,0.7786579728126526
“Well dangling him outside the window was a stupid idea.”,「本來讓他在窗外晃來晃去就是一個愚蠢的想法。」,0.8775479197502136,1:1,aligned_ch30.jsonl,46,0.7786718010902405
"He has never been here before, he’s sure of it.",他以前從來沒有來過這個地方，他敢肯定。,0.8535237312316895,1:1,aligned_ch15.jsonl,97,0.7786962985992432
"Funny how he can remember where the key is, the day they wrapped it in a small plastic bag and hid it in the garden just under the edge of the deck, but he can’t remember the last thirty minutes.",有趣，他居然能記得鑰匙在那裡。一天，他把它包在一個小塑料袋裡藏在花園裡，就在露台邊緣下面，但他居然不記得三十分鐘前的事了。,0.828162670135498,1:2,aligned_ch27.jsonl,153,0.7787004709243774
Just like he did?”,就像他一樣？」,0.9031350612640381,1:1,aligned_ch35.jsonl,101,0.7787083387374878
We know you set up Jerry here.”,我們知道你對傑瑞做了手腳。」,0.8117552399635315,1:1,aligned_ch29.jsonl,71,0.7787142992019653
"“Then if you’re a killer, you shouldn’t be feeling too bad about this, right?”",「如果你是兇手，你不應該會如此反對，對吧？」,0.8233752846717834,1:1,aligned_ch28.jsonl,64,0.7787549495697021
How about we get you into your room and sit down for a bit.”,咱們進屋吧，坐下來談談。」,0.6605147123336792,1:1,aligned_ch3.jsonl,95,0.7787725329399109
The study is the first room on the left.,書房在左手邊的第一個房間。,0.811659038066864,1:1,aligned_ch30.jsonl,132,0.7788109183311462
“What option?”,「什麼明路？」,0.7849099040031433,1:1,aligned_ch19.jsonl,228,0.7789285778999329
"Be it in the fridge, or in the pantry, or once (hello, irony) by the pool.",要麼在冰箱里，要麼在廚房裡，要麼在泳池邊（你好，諷刺）。,0.8081942796707153,1:1,aligned_ch2.jsonl,17,0.7789559364318848
"It wasn’t a wedding shirt anymore, but a funeral shirt, made to look that way by the blood on it.",這不再是婚禮的襯衫了，而真正是葬禮的襯衫，因為上面染滿血跡。,0.7980196475982666,1:1,aligned_ch24.jsonl,29,0.7791845798492432
"He reads the next entry and it’s more of the same, as is the following one, words that belong to him but are somehow associated with someone else.",他閱讀下一篇，和剛才一樣，所有的詞語他都似曾相識，但似乎又與他人有關。,0.7560031414031982,1:1,aligned_ch32.jsonl,37,0.7791876792907715
"Or we trust your gut, and we question him.”",或者，我們相信你的本能直覺，我們審審他。」,0.8076541423797607,1:1,aligned_ch28.jsonl,67,0.7792210578918457
"“Well you should, because if you didn’t kill this girl, and the police believe you did, then the real killer is going to get away with it.",「你應該在乎的。因為如果你沒有殺害這個女孩，而警方認定是你乾的，那麼真正的兇手就會逍遙法外。,0.8584274053573608,1:2,aligned_ch10.jsonl,147,0.7792578935623169
"You also have a pillowcase to put over your head to contain the splatter. Since then you’ve been writing and ignoring the phone that keeps ringing, because what could you possibly say to anybody calling?",你把一個枕套套在頭上以控制飛濺的血液，隨後你奮筆疾書，置響聲大作的電話于不顧，你又能對打電話的人說些什麼呢？,0.7339507937431335,2:1,aligned_ch26.jsonl,56,0.779270350933075
That saying how you can never really go back home?,這是不是剛好說明你永遠也回不了家了呢？,0.8226664066314697,1:1,aligned_ch11.jsonl,44,0.7793402075767517
“What about yesterday?”,「你還記得你昨天偷偷溜出去了嗎？」,0.6537905931472778,1:1,aligned_ch4.jsonl,61,0.779434859752655
"Jerry tries to picture the moment, but there’s nothing.",傑瑞回想那一刻，但什麼也沒有想起來。,0.6837160587310791,1:1,aligned_ch35.jsonl,110,0.7797409296035767
then nothing.,…然後什麼也沒說。,0.7098971009254456,1:1,aligned_ch35.jsonl,34,0.7797647714614868
"In that time you were plied with biscuits to go along with the tea and a story of the neighborhood, including a murder that happened there a long time ago.",這段時間里，你一邊吃著點心、喝著茶，講述著之前鄰里之間的故事，包括很久以前發生在那裡的一樁謀殺案。,0.802670955657959,1:1,aligned_ch11.jsonl,20,0.779775857925415
"She hasn’t processed it, and right now she’ll be telling Katie that it’s going to be hard, all too terribly hard, but she’ll hang in there, of course she will, because she loves you—but you don’t want that from her.",她還沒有想好怎麼辦，現在她會告訴凱蒂日子會很艱辛，非常艱辛，但她會拚命撐下去。她會的，她當然會的，因為她愛你，但這份愛你承受不起。,0.8195070028305054,1:2,aligned_ch1.jsonl,3,0.7798029780387878
He can remember printing it out and framing it.,他能記得他把它列印出來，鑲上邊框掛在牆上的情形。,0.7409439086914062,1:1,aligned_ch12.jsonl,186,0.7798328399658203
Maybe they’ll rip the place apart and find even more evidence. Maybe they’ll find some poor girl buried out in the garden.,他們會掘地三尺對這個地方進行地毯式的搜查，找到更多的證據，更有可能他們會發現一些可憐的女孩被埋在花園裡。,0.826757550239563,2:1,aligned_ch32.jsonl,127,0.7799089550971985
"You’re on your own here, buddy.",「你得靠自己，夥計。」,0.6685683131217957,1:1,aligned_ch36.jsonl,59,0.7799767851829529
“It’s hair.”,「頭髮。」,0.8536348938941956,1:1,aligned_ch32.jsonl,88,0.7800586223602295
"If he’s lying about his name, then he’s lying about the journal!”",如果他敢在名字上說謊，那麼他在日記的事上也說了謊！」,0.852059006690979,1:1,aligned_ch12.jsonl,288,0.7800906896591187
"Hans puts the gun into Jerry’s hand, and at the same time jams the barrel into the side of Jerry’s head.",「我知道。」漢斯把槍遞到傑瑞手裡，同時把槍管抵在傑瑞的太陽穴上。,0.7462639808654785,1:2,aligned_ch36.jsonl,60,0.7800947427749634
Go to jail and let the world think you killed those women when it was Eric?,乖乖坐牢，讓世人認為是你殺了那些女人？難道不是艾瑞克乾的？,0.7671183347702026,1:2,aligned_ch30.jsonl,116,0.7801709175109863
“But I don’t keep the memories. It’s almost as though I’m sleepwalking.”,「但我真記不得了，我好像在夢遊。」,0.8106405735015869,2:1,aligned_ch4.jsonl,107,0.7801828384399414
"The fantasy, thinking about Belinda, about shooting Sandra, that’s what gets me through the days. Without those thoughts, I have nothing.",想想貝琳達，想想桑德拉，這就是我這些日子的所思所想，若是沒有了這些想法，我將一無所有。,0.7991950511932373,2:1,aligned_ch36.jsonl,26,0.7802409529685974
"Hate is a strong word, but not strong enough.",「恨」是一個情感強烈的詞語，但還不夠強烈。,0.8380043506622314,1:1,aligned_ch20.jsonl,4,0.780295729637146
"Jerry tells him everything he can about the two policemen, how they think he killed the girl in the photograph. He tells him about the car ride, getting handcuffed and punched along the way.",傑瑞告訴了他那兩個警察對他所做的一切，他說他們認定是他殺了照片中的女孩，讓他上了車，銬上手銬，在路上被毆打。,0.8380006551742554,2:1,aligned_ch10.jsonl,78,0.7803432941436768
"Then he says yes and no a few times as she fires some questions at him, then he says nothing as she gives him an update of her own, by which point they’re leaning against the car in the garage.",然後她問了他幾個問題，他不斷地說「是」或「不」。接著，她說起了她的近況，他一言不發地聽著。這時他們已經來到車庫，靠在車椅上。,0.7201610207557678,1:3,aligned_ch24.jsonl,109,0.7803522348403931
"“Oh,” she says, and she must really like the sound of it because she says it again.",「哦。」她說，她一定很喜歡自己發出的那個聲音，因為她又說了一遍。,0.8800378441810608,1:2,aligned_ch36.jsonl,95,0.7803980112075806
He nods. The crime writer inside of him agrees.,他點點頭，他犯罪小說家的內心已經同意了。,0.7819337844848633,2:1,aligned_ch20.jsonl,113,0.7804545164108276
“I thought you could tell these things.”,「我還以為你對這種事兒一清二楚呢。」,0.8026618361473083,1:1,aligned_ch33.jsonl,87,0.7804628014564514
Jerry was in the off position. Jerry had no clue what was going on.,傑瑞的大腦死機了，傑瑞根本不知道發生了什麼事情。,0.787880539894104,2:1,aligned_ch24.jsonl,21,0.780555009841919
Now it’s just a matter of preparing for how bad it’s going to be. And how quickly it’s going to get there.,現在，無論病情有多糟糕，發展有多快，現在都需要準備好。,0.6767362356185913,2:1,aligned_ch12.jsonl,38,0.7805981040000916
You don’t remember any of this?”,你不記得了嗎？」,0.8439517617225647,1:1,aligned_ch27.jsonl,187,0.7806582450866699
"On top of the manuscript is a snow globe a little bigger than a baseball, a castle on the inside of it, the flecks of glitter lying prone on the bottom.",手稿旁邊是一個水晶球，比棒球要大一點兒，可以看見裏面有一座城堡，底部是閃光的斑點。,0.7319521307945251,1:1,aligned_ch30.jsonl,137,0.7807340025901794
Jerry reaches into his pocket for the key. A moment later he has it in the door.,傑瑞把手伸進口袋拿出鑰匙，然後插|進門鎖。,0.774535059928894,2:1,aligned_ch33.jsonl,82,0.7807857990264893
"Kill him if you have to, even though you’re not a killer?”",就算你不是殺人犯，如有必要你也會殺了她？」,0.8540136814117432,1:1,aligned_ch22.jsonl,146,0.7808210849761963
He can’t believe how tired he’s suddenly feeling. “But I don’t want to miss the train.”,傑瑞說，他也不知道這突如其來的疲憊是怎麼回事，但休息一下也不錯，「但我不想誤火車。」,0.7038133144378662,2:1,aligned_ch3.jsonl,128,0.7808341979980469
Hockey-stick fencing?,曲棍球？擊劍？,0.7052050828933716,1:2,aligned_ch27.jsonl,229,0.7808582186698914
You used those renovation skills of yours to build one when you moved in—it’s where you hide your writing backups.,這是你們搬進來時你用裝修技術改造的，專門用來藏匿書稿備份。,0.6878584027290344,1:1,aligned_ch6.jsonl,39,0.7809139490127563
Jerry does as he’s told. Then he wipes the phone down with his shirt and tosses it out the window.,傑瑞按他說的做了，然後他擦了擦手機，把它扔到窗外。,0.8186558485031128,2:1,aligned_ch19.jsonl,230,0.7810819149017334
"There are plenty of guys you are not. You are not a car guy, you are not a dog guy, you are not a hip-hop guy, you’re not a sane guy but a dementia guy, and you ARE a dessert guy.",你和許多人不同，你不喜歡車，不喜歡狗，不喜歡嘻哈音樂，你不是個神志正常的人，你患有老年痴呆症，你喜歡甜點。,0.7701336145401001,2:1,aligned_ch13.jsonl,3,0.781099796295166
"You pointed out to Sandra that Mrs. Smith was going to know where it came from—after all, who else would feel guilty enough to pay?",你對桑德拉說，史密斯太太會知道是誰送的，畢竟還有誰會因為內疚來賠付呢？,0.7782045602798462,1:1,aligned_ch12.jsonl,35,0.7811113595962524
"He is Henry Cutter, he is the master of making a coincidence work, of turning a cliché on it’s head, of disappointing a few bloggers and being a chauvinistic asshole.",他是亨利·卡特，是個寫作高手，能使巧合變得合理，給陳詞濫調賦予新的寓意，善於讓討厭他的博主失望。他是一個沙文主義者。,0.6579620242118835,1:2,aligned_ch34.jsonl,76,0.7811324596405029
"He stumbles and leans against the wall, the knife still buried all the way into his neck.",他眼睛里的光已經開始暗淡褪色，他趔趔趄趄，靠在牆上，刀仍然扎在他的脖子上。,0.6730154752731323,1:1,aligned_ch36.jsonl,129,0.7811784744262695
"The garden is different too, but the deck is the same, as are the pavers surrounding it, and he digs his fingers under one and lifts it.",花園也和以往不同了，但露台還沒有變化，四周鋪設著路磚，他把手指伸到一塊磚頭下，撬開它。,0.7088053226470947,1:2,aligned_ch27.jsonl,200,0.7811862230300903
One quirk is that you talk to yourself now. You’ve caught yourself doing this a few times.,其中一個怪癖是你現在開始自言自語了，這事已經出現過好幾次了。,0.7994376420974731,2:1,aligned_ch16.jsonl,18,0.7813249230384827
"It’s about Suzan with a z. Perhaps not her specifically, but somebody just like her.",是關於蘇姍的，或者不是她，而是與她相似的某個人。,0.7721260190010071,2:1,aligned_ch6.jsonl,161,0.7813370227813721
"Come on, let’s get you inside.",好了，我們進去吧。,0.6738578677177429,1:1,aligned_ch5.jsonl,157,0.781363308429718
"It’ll come to you soon, no doubt, and if not Sandra will know it. She knows everything—you just don’t want her to know you can’t remember it.",你肯定會想起來的，要是想不起來的話，你還能去問桑德拉，她什麼都知道，你只是不想讓她知道你不記得了。,0.7858561873435974,2:1,aligned_ch4.jsonl,32,0.7814395427703857
"Either something happened between you walking out the door of Nurse Mae’s house and climbing into Hans’s car, or . . .",要麼就是在你走出梅護士家門和上漢斯的車之間那段時間發生了什麼事情，要麼就是……,0.8401244878768921,1:1,aligned_ch29.jsonl,29,0.7815066576004028
"“You’re a writer?” Jerry asks, wanting the common ground, knowing it will help with why they’re here.",「你是作家嗎？」傑瑞問，他想找到他們的共同點，這對他們來這裡會有點兒幫助。,0.8105476498603821,2:1,aligned_ch12.jsonl,115,0.7817792296409607
"And I don’t just mean how could you say those things, but how could you think them?",你怎麼能說出那種話來，你到底是怎麼想的？」,0.6572480201721191,1:1,aligned_ch22.jsonl,11,0.7818690538406372
Was it covered in blood?”,上面滿是血跡？」,0.8079860806465149,1:1,aligned_ch20.jsonl,231,0.7820186614990234
"There was a flash of lightning and the night sky lit up, she saw her reflection in the window, her cheating whore face looking back, and she slipped out of her chair and was at the door to Jerry’s office when the thunder struck, so loud and so close she held her breath and waited for the pictures to fall off the walls, and when they didn’t, she opened the office door, stepped inside, and closed it behind her.",一道閃電划亮了夜空，她看見了自己倒映在窗戶上的身影，她那張騙人的婊子臉也回望著她。她從椅子上滑下來，來到傑瑞寫作房的門口。電閃雷鳴，彷彿就在耳畔炸開一樣，她屏住呼吸，等待著閃電把牆上的壁畫劈下來，然而它們沒有。她打開寫作房的門走了進去，隨手關上身後的門。,0.8351757526397705,1:4,aligned_ch15.jsonl,11,0.78202885389328
"For all intents and purposes, this is the Madness Journal of a stranger..",結合所有的文字來看，這是一個出自陌生人之手的「狂人日記」。,0.6851027011871338,1:1,aligned_ch32.jsonl,35,0.7820368409156799
“You want something back?,「您想要找回東西？,0.9415406584739685,1:1,aligned_ch12.jsonl,139,0.7822329998016357
"“Not all of it, no,” Hans says, opening the car door.",「不是所有的，不是。」漢斯說著打開車門，車內燈亮了起來。,0.8779140710830688,1:2,aligned_ch22.jsonl,56,0.7822554111480713
It’s the thought of a buffet breakfast that gets Jerry’s stomach grumbling.,一想到自助早餐，傑瑞的胃裡就一陣翻湧。,0.707183301448822,1:1,aligned_ch3.jsonl,50,0.7824052572250366
"Close your eyes and pretend you’re back in your office and you’ve got your author hat on, and you’re letting Henry do all the work.",閉上眼睛，假設你回到寫作房，戴上作家帽子，讓亨利去構思所有情節。,0.777494490146637,1:1,aligned_ch25.jsonl,89,0.7824411392211914
"Tim taps the pen against the table. “Okay, here’s the way I see it.",蒂姆用筆敲敲桌子：「好吧，我知道了。,0.7513986825942993,2:1,aligned_ch10.jsonl,190,0.7826049327850342
"Only the bottles weren’t under the floor, were they, Jerry?",「只是那幾瓶酒不在地板下面，對吧，傑瑞？」,0.8098548650741577,1:1,aligned_ch32.jsonl,209,0.7826522588729858
What he does know is that lately he hasn’t been well. He’s been forgetting things.,他只知道最近他狀態不好，他總是健忘得很。,0.7697149515151978,2:1,aligned_ch27.jsonl,129,0.782749593257904
"Everybody inhales at the same time and the air in the room goes thin, but Jerry hardly seems to notice.",在座的人們同時吸氣，酒莊裡的空氣都變得稀薄了，但傑瑞似乎沒有注意到。,0.7385504245758057,1:1,aligned_ch20.jsonl,97,0.7828439474105835
"“Are you stupid? This case will make your career,” he tells her, “and you sit there like a useless whore.”",這個案子會讓你成就一番事業，」他說，「可你還坐在那裡，像個一無是處的妓|女。」,0.7494983673095703,2:1,aligned_ch0.jsonl,52,0.7828830480575562
He looks. The first thing he sees is a bottle of gin. He gets it out. It’s half-empty.,首先映入眼帘的是一瓶杜松子酒，他把它拿出來，只有半瓶了。,0.7242285013198853,4:1,aligned_ch33.jsonl,120,0.7828894853591919
Then he realizes he’s the kind of person who makes up this shit.,隨後他意識到他就是這種會扯淡的人。,0.7837058305740356,1:1,aligned_ch27.jsonl,233,0.7829703092575073
"“You were found in the town library,” she says.",「你是在市圖書館被人發現的。」,0.8079969882965088,1:1,aligned_ch1.jsonl,62,0.7830712795257568
"She wandered over here in her pastel-colored outfit recently to tell you how you were ruining the whole neighborhood, and no doubt she’ll wander her way back within the next few hours to come and see you again after what you’ve done.",她最近總是穿著她那色彩艷麗的衣服在這裏徘徊，告訴你你如何如何破壞了整個社區。幾個小時后，她肯定會回來，等你完工後再來找你。,0.7946621775627136,1:2,aligned_ch34.jsonl,2,0.7831381559371948
Let me tell you about Eva.,我來給你說說伊娃。,0.832476794719696,1:1,aligned_ch3.jsonl,43,0.7831637859344482
"Jerry starts signing the books. Book signings are easy when you’re signing just one book per person, he thinks, but complicated when that one person owns many of the novels.",傑瑞開始在書上簽名，在一本書上給一個人簽名很容易，他心想，但遇到一個人藏有多本書就不容易了。,0.8410321474075317,2:1,aligned_ch12.jsonl,220,0.7832229137420654
